id,Date,NumberOfSubjects,Fatal,SubjectArmed,SubjectRace,SubjectGender,SubjectAge,NatureOfStop,NumberOfShots,NumberOfOfficers,OfficerRace,OfficerGender,Department,FullNarrative,City,Notes
4886056,8/7/2013,1,N,U,U,U,U,Crime,NA,1,U,U,Philadelphia Police Department,"On Monday, 7/08/13, at approximately 1:13 AM, a plainclothes officer in an unmarked police vehicle en-route to an assignment observed four offenders assaulting a complainant in the 5100 block of Rubicam Street. One of the offenders was armed with an Electronic Control Weapon and another was armed with a handgun. The officer identified himself as a police officer and the offenders fled to a vehicle, where one of the offenders pointed a handgun in the direction of the officer. The officer discharged his weapon striking three of the offenders. The offenders fled south on Rubicam Street in the vehicle. The vehicle, which belongs to the complainant, was recovered, unattended, in the 4900 block of Rubicam Street. Two offenders were located at Abington Hospital and one offender was located at Albert Einstein Hospital. The complainant suffered bruises and minor lacerations from the assault. No weapon was recovered.",Philadelphia,Plainclothes; no weapon recovered
98107,NA,1,F,N,W,M,21,NA,NA,2,U,U,Portland Police Bureau,"On Wednesday January 25, 2012, at 3:17 a.m., Portland Police officers assigned to Central Precinct responded to a 9-1-1 call from a man saying he committed a robbery at knife point in Downtown Portland.  The man also said he was on top of a multi-story building and was going to jump. The man told dispatch that he could see Pioneer Square from his location.  The Bureau of Emergency Communications (BOEC) was able to determine that the man was located on top of a parking structure.Officers responded to check parking structures at Southwest 10th and Morrison and Southwest 4th and Morrison as BOEC continued talking with the man, who mentioned shooting someone.  When asked if he had a gun, he answered “possibly.” The man told BOEC that he could see an officer circling around the building. BOEC dispatched that the man was making “suicide by cop” statements.At 3:35 a.m., the man told BOEC that officers had found him, but he was not going to go with them. Officers were able to locate the man on the top floor of the parking structure, located at Southwest 4th and Morrison.  After waiting for cover officers to arrive, Officer David Scott, a 9-year veteran began talking with the man.At 3:47 a.m., officers called for Project Respond and at 3:51 a.m. they called for the Crisis Negotiation Team (CNT) to respond to the location to assist in talking with the man.  At approximately 4:01 a.m., witness officers observed the man reach into a pocket and pull out what they described as a handgun and point it at Officer David Scott and Sergeant John Holbrook, a 15-year veteran, who were talking with him. Both the sergeant and the officer fired shots at the man, which caused him to drop out of sight. The man was on top of an elevated roof on the southwest corner of the parking structure. This area is surrounded by a low wall preventing a full view of the rooftop.",Portland,https://www.portlandoregon.gov/police/article/537858
2325463,NA,1,N,Y,U,U,U,Call For Service,NA,2,U,U,Philadelphia Police Department,"On 7/15/10, at approximately 8:38 P.M., uniformed officers stopped a van in the 3000 block of N. Water Street based on information from Police Radio that the occupants were armed with weapons. As the officers exited their patrol vehicle, two offenders armed with assault rifles exited the van. One of the offenders fired his assault rifle, striking one of the officers. Both officers returned fire at the armed offenders, both of whom fled on foot, eluding apprehension. Responding officers searched the area and recovered two rifles and one 9 MM semi-automatic pistol. Two 7.62 caliber rifles, one loaded with one live round and one loaded with fifty-two live rounds. The 9 MM semi-automatic pistol was loaded with twenty-six live rounds. In addition, recovered from inside the van were two additional rifles, one .223 caliber rifle, loaded with eight live rounds, and one 9MM rifle loaded with thirty six live rounds and two 9 MM semi-automatic pistols, one loaded with thirty-one rounds and one loaded with thirty-five rounds and one .40 caliber pistol loaded with forty-three round",Philadelphia,NA
3084313,NA,1,F,Y,B,M,15,Off-duty incident,3,1,B,M,Memphis Police Department,"Closed 4/9/2013, Use of Deadly Force ruled justified, but Notification When Weapons Fired and Personal Conduct violations sustained;While off-duty, Ofc Terance Shaw reported he was a victim of a robbery in whih he used deadly force against the perpetrtor causing fatal injuries. Ofc. Shaw had been meeting with the juvenile victim (Justin Thompson) who wanted to borrow money. Justin pulled a revolver on Shaw who fired several shots (3). Shaw drove away and called the dispatcher to report the shooting. Justin ran a short distance before collapsing in the front yard of 4720 Woodale. He was trasnported to The Med where he died. Interviews and witness statements suggest that the victim and officer had a sexual relationship and drugs may have been involved, although Ofc. Shaw denies those claims in his second statement. He also refused to provicde his phone so that the photos could be examined.The officer did not call for an ambulance after the shooting and turned off his car lights. Shaw resigned in lieu of termination.",Memphis,Revolver
3559029,NA,1,F,U,B,M,U,NA,NA,1,H,M,Los Angeles Police Department,NA,LosAngeles,Hit
4744891,7/5/1905,1,N,NA,U,U,U,NA,NA,NA,U,U,Newark Police Department,NA,Newark,NA
4307754,NA,1,F,N,W,M,29,Disturbance,>/=1,1,H,M,Austin Police Department,"Multiple 911 calls were received, later determined to be from the suspect, regarding a male subject threatening people with knives. Ofc responded to the first call but was unable to locate the described suspect. He later responded to a similar call at a different location where the subject was observed with knives in his hands. The subject charged at Ofc, who fired his firearm, wounding the subject. The subject was transported to the hospital where he was later pronounced deceased.",Austin,Knife
1636988,NA,1,N,Y,B,U,U,NA,NA,6,W;W;W;W;W;W,M;M;M;M;M;M,Houston Police Department,The armed suspects were leaving a business that they had just robbed when they were engaged by the officers. The suspects refused to drop their weapons forcing the officers to shoot.,Houston,NA
2179351,NA,1,N,Y,U,M,U,Call For Service,NA,2,U,U,Philadelphia Police Department,"On 5/29/13, at approximately 3:16 P.M., two males were working together delivering a refrigerator in the 1600 block of S. Frazier Street. After completing the delivery, the offender went back to the delivery van and took a 9MM pistol from under the driver’s seat, which belonged to the other male who was the driver. When confronted by the driver, the offender punched the driver, drew the pistol from his pocket, shot the driver, and then fled the scene on foot. The driver called 9-1-1. Responding uniformed officers in a marked patrol vehicle observed the offender running east in the 5300 block of Greenway Avenue. The officers ordered the offender to stop at which time the offender stopped and turned with the pistol pointed toward the officers. Both officers discharged their weapons, striking the offender, who fell to the ground. The offender was transported to the Hospital of the University of Pennsylvania. An empty 9MM pistol was recovered from the scene.",Philadelphia,NA
1352371,NA,1,N,N,W,U,U,Call for Service,not clear,1,H,F,Denver Police Department,NA,Denver,NA
4334995,7/4/1905,1,N,U,B,M,23,NA,NA,1,U,M,New Orleans Police Department,Non-fatal. Officer shot citizen. Officer not charged. PO Kevin Wheeler. Suspect Brandon Collins BM 1-13-89,NewOrleans,NA
3345195,7/3/1905,1,N,NA,U,U,U,NA,NA,NA,U,U,Cleveland Police Department,NA,Cleveland,NA
1654909,8/3/2011,1,N,U,B,M,0-19,NA,NA,4,W;L;L;W,M;M;M;M,Chicago Police Department,NA,Chicago,Firearm Discharge - No Hits
543887,8/13/2013,1,N,N,B,U,U,NA,NA,NA,U,U,Baltimore County Police Department,"Officers responded to a call for a burglary in progress. When officers arrived, three suspects ran from the location. Two suspects ran to a minivan and got inside the vehicle. One officer was attempting to arrest the driver of the van. The driver moved the van and headed towards another officer. Three officers fired their weapons, striking two of the suspects inside the van. Third suspects was later arrested. One of the suspects died at a local hospital.",BaltimoreCounty,NA
2013219,8/12/2015,1,F,N,B,U,U,NA,1,1,U,U,New York Police Department,"On Tuesday, December 12, 2015, an on-duty police officer observed a motor vehicle in violation of the New York State Vehicle and Traffic Law. Upon activating their emergency lights to conduct a car stop, the vehicle accelerated, striking another vehicle. The driver of the vehicle fled on foot, and was approached by a police officer. The perpetrator attempted to grab the officer’s firearm. During the altercation the officer discharged one round striking the perpetrator in the chest, which led to his demise. The passenger in the vehicle was apprehended on scene. The subject had 16 prior arrests including multiple arrests for Burglary and had previous charges of resisting arrest and fleeing from the police. Subject toxicology yielded no presence of narcotics or alcohol.",New York,1; SUBJECT ATTACKED POLICE OFFICER; PHYSICAL FORCE
691852,NA,1,F,U,B,U,U,NA,7,1,B,M,Chicago Police Department,NA,Chicago,BRIAN FLOYD; MARCUS FLOYD; PARIS MCGEE; TOYIOUS TAYLOR
4104430,NA,1,N,U,W,M,20-29,NA,2,1,W,M,Chicago Police Department,NA,Chicago,NA
4227489,4/10/2012,1,N,NA,B,U,U,NA,NA,2,W;W,U,Baltimore Police Department,NA,BaltimoreCity,NA
4132074,NA,1,N,U,L,M,20-29,NA,NA,1,A,M,Chicago Police Department,NA,Chicago,Firearm Discharge - No Hits
381692,9/3/2011,1,N,N,B,U,U,NA,NA,7,W;W;L;L;W;W;W,M;M;M;M;M;M;M,Tucson Police Department,NA,Tucson,third N is NO HITS
4822163,5/11/2016,1,N,N,L,M,32,Suicide,NA,3,W;L;U,M;U;U,El Paso Police Department,Scan to come,El Paso,On Duty; knife
3047188,NA,1,N,U,L,M,20-29,NA,21,2,L;L,M;M,Chicago Police Department,NA,Chicago,NA
367024,NA,1,N,N,U,M,22,Traffic violation,NA,1,NA,M,St. Louis Metro Police Department,"St. Louis Metropolitan Police chief Sam Dotson said the officer, a 27-year veteran of the department, pulled over a young man around 11:30 a.m. Thursday for running a red light. The officer had finished the traffic stop and was parked on McPherson east of Kingshighway doing paperwork when the man returned, parked behind him, got out of the car and began yelling at the officer. At some point, Dotson said, the officer got out of his car to arrest the 22-year-old on still-unknown charges. The young man allegedly resisted, ran back to his car, and sat down. A struggle took place at the car, during which the young man reached into the glove compartment of his car and pulled out a knife.",St. Louis,"Source: http://www.stltoday.com/news/local/crime-and-courts/man-shot-in-central-west-end-after-confronting-officer-who/article_eda51e74-f517-544e-809a-5adfdd2e95de.html, https://www.riverfronttimes.com/newsblog/2016/03/31/police-officer-shoots-knife-wielding-driver-in-central-west-end-chief-says, http://news.stlpublicradio.org/post/officer-involved-shooting-central-west-end-leaves-one-seriously-injured#stream/0"
1856657,NA,1,N,N,L,M,28,Call for Service,1,1,H,M,Phoenix Police Department,"901X Emergency CFS. Subject exits house and approaches officers with a knife. Officer fires one round. Non-Y shot.Taser deployed simultaneously as officer shot his firearm. Subject shot and fell to ground, but did not release knives. He was tased a second time and complied with officers commands to drop the knife.",Phoenix,Knife/ Sword
4921629,NA,1,F,Y,U,M,30,Fight / disorderly conduct,NA,1,W,M,Fort Worth Police Department,NA,Fort Worth,NA
1004434,NA,1,N,Y,B,M,32,NA,NA,1,L,M,Houston Police Department,Officers attempted to detain a suspect who resisted and reached in his vehicle near the backseat.  Officer shot and injured the suspect.  A handgun was found in rear seat of vehicle during crime scene processing.,Houston,NA
